Путь;Имя файла;№ поля;Имя поля;Тип;Тип (расшифровка);Длина;Знаков после запятой;Флаги
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;6;TIPM;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;7;QIYM;N;числовой;12;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;8;ORDER;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;9;SARAN;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;10;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;11;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;12;ADRES;C;символьный;45;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;13;NAZAR;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;14;OZAL;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;15;ASASOZ;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;16;DATAOZ;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;17;OTAG;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;18;PLOS;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;19;PLUM;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;20;PLTR;N;числовой;8;2;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;21;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;22;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;23;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;24;IDAR;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;25;DATAL;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;26;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;27;DATAF;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;28;TEX1;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;29;TEX2;N;числовой;6;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;30;DATAT;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL390.DBF;_QSQL390.DBF;31;DTIK;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;2;KITAB;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;3;SAHIFA;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;4;RAYON;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;5;DATA;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;6;TIPM;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;7;QIYM;N;числовой;12;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;8;ORDER;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;9;SARAN;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;10;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;11;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;12;ADRES;C;символьный;45;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;13;NAZAR;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;14;OZAL;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;15;ASASOZ;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;16;DATAOZ;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;17;OTAG;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;18;PLOS;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;19;PLUM;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;20;PLTR;N;числовой;8;2;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;21;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;22;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;23;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;24;IDAR;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;25;DATAL;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;26;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;27;DATAF;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;28;TEX1;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;29;TEX2;N;числовой;6;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;30;DATAT;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL395.DBF;_QSQL395.DBF;31;DTIK;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;2;KITAB;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;3;SAHIFA;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;4;KITABT;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;5;SAHIFAT;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;6;RAYON;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;7;DATA;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;8;TIPM;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;9;QIYM;N;числовой;12;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;10;ORDER;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;11;SARAN;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;12;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;13;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;14;ADRES;C;символьный;45;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;15;NAZAR;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;16;OZAL;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;17;ASASOZ;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;18;DATAOZ;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;19;OTAG;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;20;PLOS;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;21;PLUM;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;22;PLTR;N;числовой;8;2;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;23;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;24;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;25;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;26;IDAR;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;27;DATAL;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;28;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;29;DATAF;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;30;TEX1;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;31;TEX2;N;числовой;6;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;32;DATAT;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL813.DBF;_QSQL813.DBF;33;DTIK;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;2;KITAB;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;3;SAHIFA;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;4;RAYON;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;5;DATA;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;6;TIPM;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;7;QIYM;N;числовой;12;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;8;ORDER;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;9;SARAN;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;10;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;11;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;12;ADRES;C;символьный;45;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;13;NAZAR;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;14;OZAL;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;15;ASASOZ;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;16;DATAOZ;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;17;OTAG;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;18;PLOS;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;19;PLUM;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;20;PLTR;N;числовой;8;2;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;21;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;22;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;23;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;24;IDAR;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;25;DATAL;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;26;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;27;DATAF;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;28;TEX1;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;29;TEX2;N;числовой;6;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;30;DATAT;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL840.DBF;_QSQL840.DBF;31;DTIK;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;2;KITAB;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;3;SAHIFA;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;4;RAYON;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;5;DATA;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;6;TIPM;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;7;QIYM;N;числовой;12;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;8;ORDER;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;9;SARAN;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;10;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;11;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;12;ADRES;C;символьный;45;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;13;NAZAR;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;14;OZAL;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;15;ASASOZ;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;16;DATAOZ;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;17;OTAG;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;18;PLOS;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;19;PLUM;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;20;PLTR;N;числовой;8;2;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;21;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;22;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;23;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;24;IDAR;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;25;DATAL;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;26;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;27;DATAF;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;28;TEX1;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;29;TEX2;N;числовой;6;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;30;DATAT;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL876.DBF;_QSQL876.DBF;31;DTIK;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;2;KITAB;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;3;SAHIFA;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;4;RAYON;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;5;DATA;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;6;TIPM;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;7;QIYM;N;числовой;12;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;8;ORDER;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;9;SARAN;C;символьный;12;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;10;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;11;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;12;ADRES;C;символьный;45;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;13;NAZAR;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;14;OZAL;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;15;ASASOZ;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;16;DATAOZ;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;17;OTAG;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;18;PLOS;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;19;PLUM;N;числовой;7;2;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;20;PLTR;N;числовой;8;2;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;21;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;22;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;23;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;24;IDAR;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;25;DATAL;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;26;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;27;DATAF;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;28;TEX1;N;числовой;4;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;29;TEX2;N;числовой;6;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;30;DATAT;D;дата;8;0;
ARXIV/INVEN/inv/_QSQL973.DBF;_QSQL973.DBF;31;DTIK;N;числовой;4;0;
ARXIV/INVEN/inv/__KYT982.DBF;__KYT982.DBF;1;KEYREC;C;символьный;4;0;
ARXIV/INVEN/inv/__KYT982.DBF;__KYT982.DBF;2;KEYFLD;C;символьный;20;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;2;KITAB;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;3;SAHIFA;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;4;RAYON;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;5;DATA;D;дата;8;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;6;TIPM;C;символьный;20;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;7;QIYM;N;числовой;12;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;8;ORDER;C;символьный;12;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;9;SARAN;C;символьный;12;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;10;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;11;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;12;ADRES;C;символьный;45;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;13;NAZAR;N;числовой;1;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;14;OZAL;N;числовой;1;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;15;ASASOZ;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;16;DATAOZ;D;дата;8;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;17;OTAG;N;числовой;2;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;18;PLOS;N;числовой;7;2;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;19;PLUM;N;числовой;7;2;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;20;PLTR;N;числовой;8;2;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;21;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;22;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;23;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;24;IDAR;C;символьный;20;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;25;DATAL;D;дата;8;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;26;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;27;DATAF;D;дата;8;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;28;TEX1;N;числовой;2;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;29;TEX2;N;числовой;6;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;30;DATAT;D;дата;8;0;
ARXIV/INVEN/inv/mulk.BAK;mulk.BAK;31;DTIK;N;числовой;4;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;2;KITAB;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;3;SAHIFA;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;4;KITABT;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;5;SAHIFAT;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;6;RAYON;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;7;DATA;D;дата;8;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;8;TIPM;C;символьный;20;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;9;QIYM;N;числовой;12;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;10;ORDER;C;символьный;12;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;11;SARAN;C;символьный;12;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;12;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;13;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;14;ADRES;C;символьный;45;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;15;NAZAR;N;числовой;1;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;16;OZAL;N;числовой;1;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;17;ASASOZ;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;18;DATAOZ;D;дата;8;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;19;OTAG;N;числовой;2;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;20;PLOS;N;числовой;7;2;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;21;PLUM;N;числовой;7;2;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;22;PLTR;N;числовой;8;2;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;23;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;24;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;25;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;26;IDAR;C;символьный;20;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;27;DATAL;D;дата;8;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;28;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;29;DATAF;D;дата;8;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;30;TEX1;N;числовой;2;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;31;TEX2;N;числовой;6;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;32;DATAT;D;дата;8;0;
ARXIV/INVEN/inv/mulk.DBF;mulk.DBF;33;DTIK;N;числовой;4;0;
ARXIV/INVEN/inv/tarix.BAK;tarix.BAK;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/tarix.BAK;tarix.BAK;2;DATAP;D;дата;8;0;
ARXIV/INVEN/inv/tarix.BAK;tarix.BAK;3;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/tarix.BAK;tarix.BAK;4;NAZAR;N;числовой;1;0;
ARXIV/INVEN/inv/tarix.BAK;tarix.BAK;5;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/tarix.BAK;tarix.BAK;6;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/tarix.BAK;tarix.BAK;7;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/tarix.BAK;tarix.BAK;8;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;1;NOMKV;N;числовой;10;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;2;DATAP;D;дата;8;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;3;FIO;C;символьный;35;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;4;DATAR;D;дата;8;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;5;NAZAR;N;числовой;1;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;6;KIMN;C;символьный;15;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;7;ASAS;C;символьный;10;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;8;ALNOV;C;символьный;20;0;
ARXIV/INVEN/inv/tarix.DBF;tarix.DBF;9;DATAN;D;дата;8;0;
ARXIV/INVEN/inv/ulk.DBF;ulk.DBF;1;NOMKV;N;числовой;10;0;
