Путь;Каталог;Имя файла;Расширение;Размер, байт;Изменён;Разбор;Формат по содержимому;Статус
ARXIV/INVEN/inv/ARXIV/BDEADMIN.CNT;ARXIV/INVEN/inv/ARXIV;BDEADMIN.CNT;.cnt;23;2026-07-30 08:21:33;;;ok
ARXIV/INVEN/inv/ARXIV/BDEADMIN.TOC;ARXIV/INVEN/inv/ARXIV;BDEADMIN.TOC;.toc;2472;2026-07-30 08:21:33;;;ok
ARXIV/INVEN/inv/ARXIV/BDEDEP~1.TXT;ARXIV/INVEN/inv/ARXIV;BDEDEP~1.TXT;.txt;12393;2026-07-30 08:21:33;;;ok
ARXIV/INVEN/inv/ARXIV/BDEINST.CAB;ARXIV/INVEN/inv/ARXIV;BDEINST.CAB;.cab;3661561;2026-07-30 08:21:37;;;ok
ARXIV/INVEN/inv/ARXIV/BDEINST.TXT;ARXIV/INVEN/inv/ARXIV;BDEINST.TXT;.txt;1592;2026-07-30 08:21:37;;;ok
ARXIV/INVEN/inv/ARXIV/BDEREA~1.TXT;ARXIV/INVEN/inv/ARXIV;BDEREA~1.TXT;.txt;13159;2026-07-30 08:21:37;;;ok
ARXIV/INVEN/inv/ARXIV/BDERTL60.BPL;ARXIV/INVEN/inv/ARXIV;BDERTL60.BPL;.bpl;222208;2026-07-30 08:21:37;;;ok
ARXIV/INVEN/inv/ARXIV/BLW32.DLL;ARXIV/INVEN/inv/ARXIV;BLW32.DLL;.dll;45568;2026-07-30 08:21:39;;;ok
ARXIV/INVEN/inv/ARXIV/BORLNDMM.DLL;ARXIV/INVEN/inv/ARXIV;BORLNDMM.DLL;.dll;22016;2026-07-30 08:21:41;;;ok
ARXIV/INVEN/inv/ARXIV/CC3260MT.DLL;ARXIV/INVEN/inv/ARXIV;CC3260MT.DLL;.dll;1497088;2026-07-30 08:21:42;;;ok
ARXIV/INVEN/inv/ARXIV/CEEUROPE.BTL;ARXIV/INVEN/inv/ARXIV;CEEUROPE.BTL;.btl;122170;2026-07-30 08:21:43;;;ok
ARXIV/INVEN/inv/ARXIV/CHARSET.CVB;ARXIV/INVEN/inv/ARXIV;CHARSET.CVB;.cvb;144454;2026-07-30 08:21:43;;;ok
ARXIV/INVEN/inv/ARXIV/DAC60.BPL;ARXIV/INVEN/inv/ARXIV;DAC60.BPL;.bpl;243200;2026-07-30 08:21:44;;;ok
ARXIV/INVEN/inv/ARXIV/DBRTL60.BPL;ARXIV/INVEN/inv/ARXIV;DBRTL60.BPL;.bpl;254464;2026-07-30 08:21:45;;;ok
ARXIV/INVEN/inv/ARXIV/EUROPE.BTL;ARXIV/INVEN/inv/ARXIV;EUROPE.BTL;.btl;250896;2026-07-30 08:21:46;;;ok
ARXIV/INVEN/inv/ARXIV/FAREAST.BTL;ARXIV/INVEN/inv/ARXIV;FAREAST.BTL;.btl;517810;2026-07-30 08:21:46;;;ok
ARXIV/INVEN/inv/ARXIV/FIO.DBF;ARXIV/INVEN/inv/ARXIV;FIO.DBF;.dbf;412;2026-07-30 08:21:47;DBF;Visual FoxPro;ok
ARXIV/INVEN/inv/ARXIV/IDAPI32.DLL;ARXIV/INVEN/inv/ARXIV;IDAPI32.DLL;.dll;589312;2026-07-30 08:21:47;;;ok
ARXIV/INVEN/inv/ARXIV/IDASCI32.DLL;ARXIV/INVEN/inv/ARXIV;IDASCI32.DLL;.dll;116224;2026-07-30 08:21:47;;;ok
ARXIV/INVEN/inv/ARXIV/IDBAT32.DLL;ARXIV/INVEN/inv/ARXIV;IDBAT32.DLL;.dll;139264;2026-07-30 08:21:48;;;ok
ARXIV/INVEN/inv/ARXIV/IDDA3532.DLL;ARXIV/INVEN/inv/ARXIV;IDDA3532.DLL;.dll;601600;2026-07-30 08:21:49;;;ok
ARXIV/INVEN/inv/ARXIV/IDDAO32.DLL;ARXIV/INVEN/inv/ARXIV;IDDAO32.DLL;.dll;647168;2026-07-30 08:21:50;;;ok
ARXIV/INVEN/inv/ARXIV/IDDBAS32.DLL;ARXIV/INVEN/inv/ARXIV;IDDBAS32.DLL;.dll;454144;2026-07-30 08:21:50;;;ok
ARXIV/INVEN/inv/ARXIV/IDDR32.DLL;ARXIV/INVEN/inv/ARXIV;IDDR32.DLL;.dll;167936;2026-07-30 08:21:50;;;ok
ARXIV/INVEN/inv/ARXIV/IDODBC32.DLL;ARXIV/INVEN/inv/ARXIV;IDODBC32.DLL;.dll;432640;2026-07-30 08:21:50;;;ok
ARXIV/INVEN/inv/ARXIV/IDPDX32.DLL;ARXIV/INVEN/inv/ARXIV;IDPDX32.DLL;.dll;255488;2026-07-30 08:21:51;;;ok
ARXIV/INVEN/inv/ARXIV/IDQBE32.DLL;ARXIV/INVEN/inv/ARXIV;IDQBE32.DLL;.dll;422400;2026-07-30 08:21:51;;;ok
ARXIV/INVEN/inv/ARXIV/IDR20009.DLL;ARXIV/INVEN/inv/ARXIV;IDR20009.DLL;.dll;116736;2026-07-30 08:21:51;;;ok
ARXIV/INVEN/inv/ARXIV/IDSQL32.DLL;ARXIV/INVEN/inv/ARXIV;IDSQL32.DLL;.dll;464896;2026-07-30 08:21:51;;;ok
ARXIV/INVEN/inv/ARXIV/INVEN.SQL;ARXIV/INVEN/inv/ARXIV;INVEN.SQL;.sql;4806;2026-07-30 08:21:51;;;ok
ARXIV/INVEN/inv/ARXIV/JAPAN.BTL;ARXIV/INVEN/inv/ARXIV;JAPAN.BTL;.btl;880364;2026-07-30 08:21:52;;;ok
ARXIV/INVEN/inv/ARXIV/LOCALSQL.CNT;ARXIV/INVEN/inv/ARXIV;LOCALSQL.CNT;.cnt;23;2026-07-30 08:21:52;;;ok
ARXIV/INVEN/inv/ARXIV/LOCALSQL.TOC;ARXIV/INVEN/inv/ARXIV;LOCALSQL.TOC;.toc;2766;2026-07-30 08:21:52;;;ok
ARXIV/INVEN/inv/ARXIV/MESSAGE.ICO;ARXIV/INVEN/inv/ARXIV;MESSAGE.ICO;.ico;766;2026-07-30 08:21:52;;;ok
ARXIV/INVEN/inv/ARXIV/OTHER.BTL;ARXIV/INVEN/inv/ARXIV;OTHER.BTL;.btl;59950;2026-07-30 08:21:52;;;ok
ARXIV/INVEN/inv/ARXIV/QTINTF.DLL;ARXIV/INVEN/inv/ARXIV;QTINTF.DLL;.dll;4163072;2026-07-30 08:21:54;;;ok
ARXIV/INVEN/inv/ARXIV/RTL60.BPL;ARXIV/INVEN/inv/ARXIV;RTL60.BPL;.bpl;676352;2026-07-30 08:21:55;;;ok
ARXIV/INVEN/inv/ARXIV/Thumbs.db;ARXIV/INVEN/inv/ARXIV;Thumbs.db;.db;5632;2026-07-30 08:21:55;;;ok
ARXIV/INVEN/inv/ARXIV/USA.BTL;ARXIV/INVEN/inv/ARXIV;USA.BTL;.btl;36458;2026-07-30 08:21:56;;;ok
ARXIV/INVEN/inv/ARXIV/VCL60.BPL;ARXIV/INVEN/inv/ARXIV;VCL60.BPL;.bpl;1326080;2026-07-30 08:21:56;;;ok
ARXIV/INVEN/inv/ARXIV/VCLDB60.BPL;ARXIV/INVEN/inv/ARXIV;VCLDB60.BPL;.bpl;262656;2026-07-30 08:21:57;;;ok
ARXIV/INVEN/inv/ARXIV/VCLX60.BPL;ARXIV/INVEN/inv/ARXIV;VCLX60.BPL;.bpl;213504;2026-07-30 08:21:57;;;ok
ARXIV/INVEN/inv/ARXIV/VISUA~20.BPL;ARXIV/INVEN/inv/ARXIV;VISUA~20.BPL;.bpl;1059328;2026-07-30 08:21:58;;;ok
ARXIV/INVEN/inv/BDE/BANTAM.DLL;ARXIV/INVEN/inv/BDE;BANTAM.DLL;.dll;101376;2026-07-30 08:22:00;;;ok
ARXIV/INVEN/inv/BDE/BDE32.CNT;ARXIV/INVEN/inv/BDE;BDE32.CNT;.cnt;20;2026-07-30 08:22:00;;;ok
ARXIV/INVEN/inv/BDE/BDE32.TOC;ARXIV/INVEN/inv/BDE;BDE32.TOC;.toc;6818;2026-07-30 08:22:00;;;ok
ARXIV/INVEN/inv/BDE/BDEADMIN.CNT;ARXIV/INVEN/inv/BDE;BDEADMIN.CNT;.cnt;23;2026-07-30 08:22:00;;;ok
ARXIV/INVEN/inv/BDE/BDEADMIN.TOC;ARXIV/INVEN/inv/BDE;BDEADMIN.TOC;.toc;2472;2026-07-30 08:22:01;;;ok
ARXIV/INVEN/inv/BDE/BDEDEP~1.TXT;ARXIV/INVEN/inv/BDE;BDEDEP~1.TXT;.txt;12393;2026-07-30 08:22:01;;;ok
ARXIV/INVEN/inv/BDE/BDEINST.CAB;ARXIV/INVEN/inv/BDE;BDEINST.CAB;.cab;3661561;2026-07-30 08:22:05;;;ok
ARXIV/INVEN/inv/BDE/BDEINST.TXT;ARXIV/INVEN/inv/BDE;BDEINST.TXT;.txt;1592;2026-07-30 08:22:05;;;ok
ARXIV/INVEN/inv/BDE/BDEREA~1.TXT;ARXIV/INVEN/inv/BDE;BDEREA~1.TXT;.txt;13159;2026-07-30 08:22:06;;;ok
ARXIV/INVEN/inv/BDE/BLW32.DLL;ARXIV/INVEN/inv/BDE;BLW32.DLL;.dll;45568;2026-07-30 08:22:07;;;ok
ARXIV/INVEN/inv/BDE/CEEUROPE.BTL;ARXIV/INVEN/inv/BDE;CEEUROPE.BTL;.btl;122170;2026-07-30 08:22:08;;;ok
ARXIV/INVEN/inv/BDE/CHARSET.CVB;ARXIV/INVEN/inv/BDE;CHARSET.CVB;.cvb;144454;2026-07-30 08:22:08;;;ok
ARXIV/INVEN/inv/BDE/EUROPE.BTL;ARXIV/INVEN/inv/BDE;EUROPE.BTL;.btl;250896;2026-07-30 08:22:09;;;ok
ARXIV/INVEN/inv/BDE/FAREAST.BTL;ARXIV/INVEN/inv/BDE;FAREAST.BTL;.btl;517810;2026-07-30 08:22:09;;;ok
ARXIV/INVEN/inv/BDE/FIO.DBF;ARXIV/INVEN/inv/BDE;FIO.DBF;.dbf;397;2026-07-30 08:22:10;DBF;Visual FoxPro;ok
ARXIV/INVEN/inv/BDE/IDAPI.CFG;ARXIV/INVEN/inv/BDE;IDAPI.CFG;.cfg;81;2026-07-30 08:22:10;;;ok
ARXIV/INVEN/inv/BDE/IDAPI32.DLL;ARXIV/INVEN/inv/BDE;IDAPI32.DLL;.dll;589312;2026-07-30 08:22:11;;;ok
ARXIV/INVEN/inv/BDE/IDASCI32.DLL;ARXIV/INVEN/inv/BDE;IDASCI32.DLL;.dll;116224;2026-07-30 08:22:12;;;ok
ARXIV/INVEN/inv/BDE/IDBAT32.DLL;ARXIV/INVEN/inv/BDE;IDBAT32.DLL;.dll;139264;2026-07-30 08:22:12;;;ok
ARXIV/INVEN/inv/BDE/IDDA3532.DLL;ARXIV/INVEN/inv/BDE;IDDA3532.DLL;.dll;601600;2026-07-30 08:22:13;;;ok
ARXIV/INVEN/inv/BDE/IDDAO32.DLL;ARXIV/INVEN/inv/BDE;IDDAO32.DLL;.dll;647168;2026-07-30 08:22:14;;;ok
ARXIV/INVEN/inv/BDE/IDDBAS32.DLL;ARXIV/INVEN/inv/BDE;IDDBAS32.DLL;.dll;454144;2026-07-30 08:22:15;;;ok
ARXIV/INVEN/inv/BDE/IDDR32.DLL;ARXIV/INVEN/inv/BDE;IDDR32.DLL;.dll;167936;2026-07-30 08:22:15;;;ok
ARXIV/INVEN/inv/BDE/IDODBC32.DLL;ARXIV/INVEN/inv/BDE;IDODBC32.DLL;.dll;432640;2026-07-30 08:22:15;;;ok
ARXIV/INVEN/inv/BDE/IDPDX32.DLL;ARXIV/INVEN/inv/BDE;IDPDX32.DLL;.dll;255488;2026-07-30 08:22:16;;;ok
ARXIV/INVEN/inv/BDE/IDQBE32.DLL;ARXIV/INVEN/inv/BDE;IDQBE32.DLL;.dll;422400;2026-07-30 08:22:17;;;ok
ARXIV/INVEN/inv/BDE/IDR20009.DLL;ARXIV/INVEN/inv/BDE;IDR20009.DLL;.dll;116736;2026-07-30 08:22:17;;;ok
ARXIV/INVEN/inv/BDE/IDSQL32.DLL;ARXIV/INVEN/inv/BDE;IDSQL32.DLL;.dll;464896;2026-07-30 08:22:18;;;ok
ARXIV/INVEN/inv/BDE/JAPAN.BTL;ARXIV/INVEN/inv/BDE;JAPAN.BTL;.btl;880364;2026-07-30 08:22:19;;;ok
ARXIV/INVEN/inv/BDE/LOCALSQL.CNT;ARXIV/INVEN/inv/BDE;LOCALSQL.CNT;.cnt;23;2026-07-30 08:22:19;;;ok
ARXIV/INVEN/inv/BDE/LOCALSQL.TOC;ARXIV/INVEN/inv/BDE;LOCALSQL.TOC;.toc;2766;2026-07-30 08:22:20;;;ok
ARXIV/INVEN/inv/BDE/OTHER.BTL;ARXIV/INVEN/inv/BDE;OTHER.BTL;.btl;59950;2026-07-30 08:22:20;;;ok
ARXIV/INVEN/inv/BDE/USA.BTL;ARXIV/INVEN/inv/BDE;USA.BTL;.btl;36458;2026-07-30 08:22:20;;;ok
ARXIV/INVEN/inv/VC/Thumbs.db;ARXIV/INVEN/inv/VC;Thumbs.db;.db;7168;2026-07-30 08:22:20;;;ok
ARXIV/INVEN/inv/VC/VC.COM;ARXIV/INVEN/inv/VC;VC.COM;.com;65028;2026-07-30 08:22:21;;;ok
ARXIV/INVEN/inv/VC/VC.EXT;ARXIV/INVEN/inv/VC;VC.EXT;.ext;271;2026-07-30 08:22:21;;;ok
ARXIV/INVEN/inv/VC/VC.ICO;ARXIV/INVEN/inv/VC;VC.ICO;.ico;766;2026-07-30 08:22:21;;;ok
ARXIV/INVEN/inv/VC/VC.INI;ARXIV/INVEN/inv/VC;VC.INI;.ini;460;2026-07-30 08:22:21;;;ok
ARXIV/INVEN/inv/VC/VC.MNU;ARXIV/INVEN/inv/VC;VC.MNU;.mnu;310;2026-07-30 08:22:21;;;ok
ARXIV/INVEN/inv/VC/VC.PIF;ARXIV/INVEN/inv/VC;VC.PIF;.pif;967;2026-07-30 08:22:21;;;ok
ARXIV/INVEN/inv/VC/XBIOS.OVL;ARXIV/INVEN/inv/VC;XBIOS.OVL;.ovl;4095;2026-07-30 08:22:21;;;ok
ARXIV/MS binalar/~$Лист Microsoft Excel 1.xlsx;ARXIV/MS binalar;~$Лист Microsoft Excel 1.xlsx;.xlsx;165;2020-09-28 10:41:36;;;временный файл Excel (~$), пропущен
ARXIV/MS binalar/Лист Microsoft Excel 1.xlsx;ARXIV/MS binalar;Лист Microsoft Excel 1.xlsx;.xlsx;430044;2021-02-23 07:55:14;Excel;xlsx;ok
ARXIV/Qeyri yaşayışlar(MP)/MP ler butun rayonlar.xlsx;ARXIV/Qeyri yaşayışlar(MP);MP ler butun rayonlar.xlsx;.xlsx;642756;2025-04-11 10:01:05;Excel;xlsx;ok
ARXIV/Qeyri yaşayışlar(MP)/Nəsimi-Nizami MP..xlsx;ARXIV/Qeyri yaşayışlar(MP);Nəsimi-Nizami MP..xlsx;.xlsx;165738;2025-01-25 12:54:58;Excel;xlsx;ok
ARXIV/Qeyri yaşayışlar(MP)/Sab-Sur -Qarad-XəzərMP.xlsx;ARXIV/Qeyri yaşayışlar(MP);Sab-Sur -Qarad-XəzərMP.xlsx;.xlsx;131058;2025-01-21 08:00:44;Excel;xlsx;ok
ARXIV/Qeyri yaşayışlar(MP)/Səbail MP.xlsx;ARXIV/Qeyri yaşayışlar(MP);Səbail MP.xlsx;.xlsx;96227;2025-02-14 11:49:25;Excel;xlsx;ok
ARXIV/Qeyri yaşayışlar(MP)/Xətai-Binəqədi  MP.xlsx;ARXIV/Qeyri yaşayışlar(MP);Xətai-Binəqədi  MP.xlsx;.xlsx;125753;2024-09-18 11:40:34;Excel;xlsx;ok
ARXIV/Qeyri yaşayışlar(MP)/YDM.xlsx;ARXIV/Qeyri yaşayışlar(MP);YDM.xlsx;.xlsx;15476;2024-06-24 11:50:07;Excel;xlsx;ok
ARXIV/Qeyri yaşayışlar(MP)/Yasamal MP.xls;ARXIV/Qeyri yaşayışlar(MP);Yasamal MP.xls;.xls;246784;2025-01-25 13:09:09;Excel;xls (BIFF8);ok
ARXIV/Qeyri yaşayışlar(MP)/~$MP ler butun rayonlar.xlsx;ARXIV/Qeyri yaşayışlar(MP);~$MP ler butun rayonlar.xlsx;.xlsx;165;2023-05-01 07:40:33;;;временный файл Excel (~$), пропущен
ARXIV/Qeyri yaşayışlar(MP)/~$MP ler.xlsx;ARXIV/Qeyri yaşayışlar(MP);~$MP ler.xlsx;.xlsx;165;2021-06-23 10:27:24;;;временный файл Excel (~$), пропущен
ARXIV/Qeyri yaşayışlar(MP)/~$Nəsimi-Nizami MP..xlsx;ARXIV/Qeyri yaşayışlar(MP);~$Nəsimi-Nizami MP..xlsx;.xlsx;165;2021-07-13 08:58:59;;;временный файл Excel (~$), пропущен
ARXIV/Qeyri yaşayışlar(MP)/~$Sab-Sur -Qarad-XəzərMP.xlsx;ARXIV/Qeyri yaşayışlar(MP);~$Sab-Sur -Qarad-XəzərMP.xlsx;.xlsx;165;2022-06-06 05:31:18;;;временный файл Excel (~$), пропущен
ARXIV/Qeyri yaşayışlar(MP)/~$Səbail MP.xlsx;ARXIV/Qeyri yaşayışlar(MP);~$Səbail MP.xlsx;.xlsx;165;2021-08-13 08:07:01;;;временный файл Excel (~$), пропущен
ARXIV/Qeyri yaşayışlar(MP)/~$Xətai-Binəqədi  MP.xlsx;ARXIV/Qeyri yaşayışlar(MP);~$Xətai-Binəqədi  MP.xlsx;.xlsx;165;2021-06-22 11:40:50;;;временный файл Excel (~$), пропущен
ARXIV/Təhvil Abşeron/Aşağı Güzdək.xls;ARXIV/Təhvil Abşeron;Aşağı Güzdək.xls;.xls;56832;2025-06-04 07:33:59;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Bilgəh.xlsx;ARXIV/Təhvil Abşeron;Bilgəh.xlsx;.xlsx;47987;2026-07-17 10:03:52;Excel;xlsx;ok
ARXIV/Təhvil Abşeron/Buzovna.xls;ARXIV/Təhvil Abşeron;Buzovna.xls;.xls;1843712;2026-07-17 08:36:15;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Hökməli-Xird-Masaz.Goradil abşeron.xls;ARXIV/Təhvil Abşeron;Hökməli-Xird-Masaz.Goradil abşeron.xls;.xls;28160;2026-06-22 04:57:22;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Kohne Bine.xls;ARXIV/Təhvil Abşeron;Kohne Bine.xls;.xls;158208;2022-11-14 05:02:16;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Kohne Hovsan.xls;ARXIV/Təhvil Abşeron;Kohne Hovsan.xls;.xls;199168;2020-06-19 13:02:03;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Kohne Kurdaxani.xls;ARXIV/Təhvil Abşeron;Kohne Kurdaxani.xls;.xls;128512;2025-11-13 10:03:52;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Kohne Mashtaga.xls;ARXIV/Təhvil Abşeron;Kohne Mashtaga.xls;.xls;171008;2025-10-10 11:10:05;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Kohne Turkan.xls;ARXIV/Təhvil Abşeron;Kohne Turkan.xls;.xls;122368;2022-04-20 08:59:43;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Novxanı-apşeron.xls;ARXIV/Təhvil Abşeron;Novxanı-apşeron.xls;.xls;15872;2012-06-30 10:15:03;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Ramana.xls;ARXIV/Təhvil Abşeron;Ramana.xls;.xls;108544;2026-02-25 05:39:03;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Sabuncu.xls;ARXIV/Təhvil Abşeron;Sabuncu.xls;.xls;115712;2022-05-10 10:28:08;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Sovxoz uchun sihayi Köhnə və təzə.xls;ARXIV/Təhvil Abşeron;Sovxoz uchun sihayi Köhnə və təzə.xls;.xls;333312;2019-10-08 13:27:38;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Suraxanı zeyt Apşer.xls;ARXIV/Təhvil Abşeron;Suraxanı zeyt Apşer.xls;.xls;43008;2025-07-25 10:22:27;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/Zeytun Tam.xls;ARXIV/Təhvil Abşeron;Zeytun Tam.xls;.xls;502272;2025-05-16 07:07:04;Excel;xls (BIFF8);ok
ARXIV/Təhvil Abşeron/~$Bilgəh.xlsx;ARXIV/Təhvil Abşeron;~$Bilgəh.xlsx;.xlsx;165;2023-04-05 08:27:29;;;временный файл Excel (~$), пропущен
ARXIV/Təhvil Abşeron/Этот компьютер - Ярлык.lnk;ARXIV/Təhvil Abşeron;Этот компьютер - Ярлык.lnk;.lnk;440;2022-04-18 07:59:38;;;ok
ARXIV/UDH3/UDH3.lnk;ARXIV/UDH3;UDH3.lnk;.lnk;1333;2020-06-04 07:57:55;;;ok
ARXIV/UDH3/Şifrə (1995).txt;ARXIV/UDH3;Şifrə (1995).txt;.txt;0;2026-07-30 08:28:12;;;ok
ARXIV/UDH3/UDH3/BASA3.DCT;ARXIV/UDH3/UDH3;BASA3.DCT;.dct;2752;2004-01-14 16:01:36;;;ok
ARXIV/UDH3/UDH3/BASA3.DCX;ARXIV/UDH3/UDH3;BASA3.DCX;.dcx;6144;2004-01-14 16:01:36;;;ok
ARXIV/UDH3/UDH3/BOTTOM.BMP;ARXIV/UDH3/UDH3;BOTTOM.BMP;.bmp;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/UDH3/FOXUSER.DBF;ARXIV/UDH3/UDH3;FOXUSER.DBF;.dbf;1241;2007-05-31 12:22:02;DBF;Visual FoxPro;ok
ARXIV/UDH3/UDH3/FOXUSER.FPT;ARXIV/UDH3/UDH3;FOXUSER.FPT;.fpt;6720;2007-05-31 12:22:02;;;ok
ARXIV/UDH3/UDH3/IDENT3.CDX;ARXIV/UDH3/UDH3;IDENT3.CDX;.cdx;177152;2025-04-02 13:39:09;;;ok
ARXIV/UDH3/UDH3/NEXT.BMP;ARXIV/UDH3/UDH3;NEXT.BMP;.bmp;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/UDH3/PREVIOUS.BMP;ARXIV/UDH3/UDH3;PREVIOUS.BMP;.bmp;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/UDH3/RAYON.CDX;ARXIV/UDH3/UDH3;RAYON.CDX;.cdx;4608;2002-11-20 16:26:56;;;ok
ARXIV/UDH3/UDH3/RAYON.DBF;ARXIV/UDH3/UDH3;RAYON.DBF;.dbf;559;2003-06-07 17:32:52;DBF;Visual FoxPro;ok
ARXIV/UDH3/UDH3/TOP.BMP;ARXIV/UDH3/UDH3;TOP.BMP;.bmp;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/UDH3/UDH3.PJT;ARXIV/UDH3/UDH3;UDH3.PJT;.pjt;13002;2007-08-25 01:18:06;;;ok
ARXIV/UDH3/UDH3/UDH3.pjx;ARXIV/UDH3/UDH3;UDH3.pjx;.pjx;5743;2007-08-25 01:18:06;;;ok
ARXIV/UDH3/UDH3/UKAZ.DBF;ARXIV/UDH3/UDH3;UKAZ.DBF;.dbf;1081;2003-09-20 16:46:38;DBF;Visual FoxPro;ok
ARXIV/UDH3/UDH3/basa3.dbc;ARXIV/UDH3/UDH3;basa3.dbc;.dbc;47083;2004-01-14 16:01:36;;;ok
ARXIV/UDH3/UDH3/buh.BAK;ARXIV/UDH3/UDH3;buh.BAK;.bak;4180596;2003-11-12 11:21:34;DBF;Visual FoxPro;ok
ARXIV/UDH3/UDH3/buh.dbf;ARXIV/UDH3/UDH3;buh.dbf;.dbf;4803977;2025-08-23 12:11:10;DBF;Visual FoxPro;ok
ARXIV/UDH3/UDH3/buhtmp.dbf;ARXIV/UDH3/UDH3;buhtmp.dbf;.dbf;207013;2003-11-09 18:27:52;DBF;Visual FoxPro;ok
ARXIV/UDH3/UDH3/find_rep.FRT;ARXIV/UDH3/UDH3;find_rep.FRT;.frt;4191;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/find_rep.frx;ARXIV/UDH3/UDH3;find_rep.frx;.frx;18956;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form1.SCT;ARXIV/UDH3/UDH3;form1.SCT;.sct;2184;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form1.scx;ARXIV/UDH3/UDH3;form1.scx;.scx;1905;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_buh.SCT;ARXIV/UDH3/UDH3;form_buh.SCT;.sct;30983;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_buh.scx;ARXIV/UDH3/UDH3;form_buh.scx;.scx;12587;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_buh_edit.SCT;ARXIV/UDH3/UDH3;form_buh_edit.SCT;.sct;16552;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_buh_edit.scx;ARXIV/UDH3/UDH3;form_buh_edit.scx;.scx;6701;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_dat.SCT;ARXIV/UDH3/UDH3;form_dat.SCT;.sct;5149;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_dat.scx;ARXIV/UDH3/UDH3;form_dat.scx;.scx;1687;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_edit.SCT;ARXIV/UDH3/UDH3;form_edit.SCT;.sct;33387;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_edit.scx;ARXIV/UDH3/UDH3;form_edit.scx;.scx;8227;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_find.SCT;ARXIV/UDH3/UDH3;form_find.SCT;.sct;31698;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_find.scx;ARXIV/UDH3/UDH3;form_find.scx;.scx;7682;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_new.SCT;ARXIV/UDH3/UDH3;form_new.SCT;.sct;26742;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_new.scx;ARXIV/UDH3/UDH3;form_new.scx;.scx;7573;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_otchet.SCT;ARXIV/UDH3/UDH3;form_otchet.SCT;.sct;24583;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_otchet.scx;ARXIV/UDH3/UDH3;form_otchet.scx;.scx;5502;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_prim.SCT;ARXIV/UDH3/UDH3;form_prim.SCT;.sct;2858;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_prim.scx;ARXIV/UDH3/UDH3;form_prim.scx;.scx;2014;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_search.SCT;ARXIV/UDH3/UDH3;form_search.SCT;.sct;7490;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_search.scx;ARXIV/UDH3/UDH3;form_search.scx;.scx;3104;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_serch.SCT;ARXIV/UDH3/UDH3;form_serch.SCT;.sct;14641;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_serch.scx;ARXIV/UDH3/UDH3;form_serch.scx;.scx;3540;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_view.SCT;ARXIV/UDH3/UDH3;form_view.SCT;.sct;1687;2007-08-25 01:17:58;;;ok
ARXIV/UDH3/UDH3/form_view.scx;ARXIV/UDH3/UDH3;form_view.scx;.scx;1687;2007-08-25 01:17:58;;;ok
